FF_HH;PM2_5Max;PM2_5Min;PM2_5Avg;PM10_Max;PM10_Min;PM10_Avg;Nodo
2024-04-16 00:00:44;12,6;11,2;12;13,3;11,2;12,2;Nodo 1 
2024-04-16 00:16:18;14;11,1;12,1;14,9;11,1;12,4;Nodo 1 
2024-04-16 00:30:43;12,3;11,3;11,8;12,6;11,3;12;Nodo 1 
2024-04-16 00:46:17;17;10,7;14,2;17;10,7;14,3;Nodo 1 
2024-04-16 01:00:44;17,4;16,4;16,9;17,4;16,4;16,9;Nodo 1 
2024-04-16 01:16:16;17,7;15,5;17;17,7;15,5;17;Nodo 1 
2024-04-16 01:30:42;18,6;16,2;17,3;20,7;16,2;17,6;Nodo 1 
2024-04-16 01:46:17;17;14;15,8;17;14;15,8;Nodo 1 
2024-04-16 02:00:44;16,2;14,2;15,1;16,2;14,2;15,1;Nodo 1 
2024-04-16 02:16:18;15;12,4;14;16,2;12,4;14,2;Nodo 1 
2024-04-16 02:30:42;14,6;12,1;12,8;15,4;12,1;12,9;Nodo 1 
2024-04-16 02:46:17;13,9;11,1;12,5;15,3;11,1;12,8;Nodo 1 
2024-04-16 03:00:41;13,1;11,4;12,3;14,1;11,4;12,4;Nodo 1 
2024-04-16 03:16:18;14,1;11,9;12,8;15,3;11,9;13,1;Nodo 1 
2024-04-16 03:30:44;15,3;12,3;14;15,3;12,3;14;Nodo 1 
2024-04-16 03:46:17;15,1;12,7;13,8;15,1;12,7;13,9;Nodo 1 
2024-04-16 04:00:41;15,2;14;14,4;16,7;14;14,6;Nodo 1 
2024-04-16 04:16:15;15,5;13,9;14,6;15,5;13,9;14,6;Nodo 1 
2024-04-16 04:30:41;15,8;13,9;14,7;15,8;13,9;14,7;Nodo 1 
2024-04-16 04:46:16;15,6;13,6;15;16,7;13,6;15,2;Nodo 1 
2024-04-16 05:00:43;14,9;13,9;14,4;14,9;13,9;14,4;Nodo 1 
2024-04-16 05:16:18;14,5;13;14;15,1;13;14,3;Nodo 1 
2024-04-16 05:30:43;14,4;13,2;13,8;14,4;13,2;13,8;Nodo 1 
2024-04-16 05:46:16;14,8;13,2;13,8;14,8;13,2;13,8;Nodo 1 
2024-04-16 06:00:40;14,6;13,2;13,9;14,6;13,2;13,9;Nodo 1 
2024-04-16 06:16:18;15,7;12,7;13,6;15,7;12,7;13,6;Nodo 1 
2024-04-16 06:30:42;14,6;13;14;15,9;13;14,2;Nodo 1 
2024-04-16 06:46:16;15,3;12,7;13,8;15,3;12,7;13,8;Nodo 1 
2024-04-16 07:00:42;14;11,3;12,6;14;11,3;12,6;Nodo 1 
2024-04-16 07:16:15;13,1;10,2;11,8;13,8;10,2;11,9;Nodo 1 
2024-04-16 07:30:40;14;10,6;12;14;10,6;12;Nodo 1 
2024-04-16 07:46:14;13,2;6,7;10,7;13,2;6,7;10,8;Nodo 1 
2024-04-16 08:00:42;10,9;9,3;10,1;11,4;9,3;10,3;Nodo 1 
2024-04-16 08:16:20;8,2;7;7,4;8,2;7;7,4;Nodo 1 
2024-04-16 08:30:42;11,5;8,6;9,7;11,5;8,6;9,9;Nodo 1 
2024-04-16 08:46:17;13,2;10,1;11,6;13,6;10,1;11,6;Nodo 1 
2024-04-16 09:00:39;11,8;9,8;10,9;11,8;9,8;11;Nodo 1 
2024-04-16 09:16:17;12,9;10,8;11,5;14,1;10,8;11,6;Nodo 1 
2024-04-16 09:30:50;14,6;9,8;12;14,6;9,8;12,1;Nodo 1 
2024-04-16 09:46:28;12,7;9,9;10,9;12,7;9,9;10,9;Nodo 1 
2024-04-16 10:00:41;11,8;9,2;10,7;11,8;9,2;10,7;Nodo 1 
2024-04-16 10:16:15;12,1;10,2;11,1;12,3;10,2;11,3;Nodo 1 
2024-04-16 10:30:39;12;8,8;10,9;12;9,3;10,9;Nodo 1 
2024-04-16 10:46:13;12,4;10,5;11,5;12,4;10,5;11,5;Nodo 1 
2024-04-16 11:00:41;13,6;10,3;12,4;13,6;10,3;12,5;Nodo 1 
2024-04-16 11:16:13;15,6;10,5;12,5;15,6;10,5;12,5;Nodo 1 
2024-04-16 11:30:39;12,9;9,3;11,5;12,9;9,3;11,5;Nodo 1 
2024-04-16 11:46:14;16,2;12,6;14,4;16,2;12,6;14,4;Nodo 1 
2024-04-16 12:00:41;17,1;14,7;16;17,1;14,7;16;Nodo 1 
2024-04-16 12:16:15;21,1;16,2;17,4;21,1;16,2;17,4;Nodo 1 
2024-04-16 12:30:39;23,4;16,6;19,9;23,4;16,6;19,9;Nodo 1 
2024-04-16 12:46:14;50,7;23,8;35,1;50,7;23,8;35,1;Nodo 1 
2024-04-16 13:00:40;35,7;22,7;29,7;35,7;22,7;29,7;Nodo 1 
2024-04-16 13:16:13;54;34,3;40,2;54;34,3;40,2;Nodo 1 
2024-04-16 13:30:46;55,5;27,3;43,4;55,5;27,3;43,4;Nodo 1 
2024-04-16 13:46:21;26,6;17,9;20,9;26,6;17,9;20,9;Nodo 1 
2024-04-16 14:00:47;21;17,6;18,6;21;17,6;18,6;Nodo 1 
2024-04-16 14:16:14;19,7;17,3;18,6;19,7;17,3;18,6;Nodo 1 
2024-04-16 14:30:47;21,6;19,2;20,4;21,6;19,2;20,4;Nodo 1 
2024-04-16 14:46:15;24,2;17,8;20,8;24,2;17,8;20,8;Nodo 1 
2024-04-16 15:00:49;21,5;19,1;20,6;21,5;19,1;20,6;Nodo 1 
2024-04-16 15:30:46;21,6;18,8;20,5;21,6;18,8;20,5;Nodo 1 
2024-04-16 15:46:16;25,6;21,6;23,4;25,6;21,6;23,4;Nodo 1 
2024-04-16 16:00:46;24,5;22,4;23,5;24,5;22,4;23,5;Nodo 1 
2024-04-16 16:16:13;23,9;9,2;14,4;23,9;9,2;14,5;Nodo 1 
2024-04-16 16:30:46;13,1;11,1;12,1;13,1;11,1;12,1;Nodo 1 
2024-04-16 16:46:13;11;9,1;10;11;9,1;10,1;Nodo 1 
2024-04-16 17:00:43;11,4;10,7;11;11,4;10,7;11;Nodo 1 
2024-04-16 17:16:11;17,3;11,6;13,2;20,3;11,6;13,5;Nodo 1 
2024-04-16 17:30:45;13,7;11,3;12,1;13,7;11,3;12,2;Nodo 1 
2024-04-16 17:46:13;59,1;10,3;17,4;61,1;10,3;17,7;Nodo 1 
2024-04-16 18:00:44;14;10,7;12,1;15,3;10,7;12,3;Nodo 1 
2024-04-16 18:16:12;12,4;10,3;11,3;12,4;10,3;11,3;Nodo 1 
2024-04-16 18:30:44;10,8;8,7;9,5;10,8;8,7;9,5;Nodo 1 
2024-04-16 18:46:12;14,5;7,9;9,5;14,5;7,9;9,5;Nodo 1 
2024-04-16 19:00:42;19,3;7,6;13;19,3;7,6;13;Nodo 1 
2024-04-16 19:16:10;24;16,2;21,8;24;16,2;21,8;Nodo 1 
2024-04-16 19:30:45;23,3;22,2;22,6;23,3;22,2;22,6;Nodo 1 
2024-04-16 19:46:12;22,4;16,8;20,3;22,4;16,8;20,3;Nodo 1 
2024-04-16 20:00:43;18,4;15,3;16,3;18,4;15,3;16,3;Nodo 1 
2024-04-16 20:16:11;28,6;20,5;24,3;28,6;20,5;24,3;Nodo 1 
2024-04-16 20:30:41;28;24,1;25,6;28;24,1;25,6;Nodo 1 
2024-04-16 20:46:09;30,6;19,3;25,1;30,6;19,8;25,2;Nodo 1 
2024-04-16 21:00:44;17,1;11;14,7;17,1;11;15;Nodo 1 
2024-04-16 21:16:11;11,5;9,1;10;11,5;9,1;10,1;Nodo 1 
2024-04-16 21:30:42;10,9;9;10,1;10,9;9;10,1;Nodo 1 
2024-04-16 21:46:09;11,1;9;9,9;11,1;9;9,9;Nodo 1 
2024-04-16 22:00:44;11,2;9,3;10,2;11,8;9,3;10,4;Nodo 1 
2024-04-16 22:16:12;11,3;8,9;10;12,1;8,9;10,2;Nodo 1 
2024-04-16 22:30:42;11,1;10,1;10,5;11,6;10,1;10,7;Nodo 1 
2024-04-16 22:46:12;12;10;10,9;12;10;11;Nodo 1 
2024-04-16 23:00:42;12,4;10,3;11,1;12,4;10,3;11,1;Nodo 1 
2024-04-16 23:16:10;11;9,3;9,9;11,7;9,6;10,3;Nodo 1 
2024-04-16 23:30:43;10;9;9,4;10,4;9;9,4;Nodo 1 
2024-04-16 23:46:27;10,7;7,8;9,4;10,7;7,8;9,6;Nodo 1 
2024-04-17 00:00:43;15,7;7,9;11,4;16;7,9;11,5;Nodo 1 
2024-04-17 00:16:17;14,6;11,8;13,2;14,6;11,8;13,2;Nodo 1 
2024-04-17 00:30:58;13,4;10,8;11,9;13,4;10,8;12;Nodo 1 
2024-04-17 00:46:09;16,4;11,1;12,5;16,4;11,2;12,6;Nodo 1 
2024-04-17 01:00:43;20,9;16;18,3;20,9;16;18,3;Nodo 1 
2024-04-17 01:16:10;21;19,1;20,1;21;19,1;20,1;Nodo 1 
2024-04-17 01:30:43;20,9;18,4;19,3;20,9;18,4;19,3;Nodo 1 
2024-04-17 01:46:11;18,4;16,7;17,5;18,4;16,7;17,5;Nodo 1 
2024-04-17 02:00:42;19,5;16,7;17,9;19,5;16,7;17,9;Nodo 1 
2024-04-17 02:16:12;17,3;14,1;15,9;17,3;14,1;15,9;Nodo 1 
2024-04-17 02:30:40;15,6;12,5;14,5;15,6;12,5;14,5;Nodo 1 
2024-04-17 02:46:13;14,4;12,9;13,9;14,4;12,9;13,9;Nodo 1 
2024-04-17 03:00:42;14,8;13,3;13,8;14,8;13,3;14;Nodo 1 
2024-04-17 03:16:18;15,7;13,3;14,2;15,7;13,3;14,2;Nodo 1 
2024-04-17 03:30:37;15;13,2;13,9;15;13,2;13,9;Nodo 1 
2024-04-17 03:46:09;13,5;11,4;12,3;13,5;11,4;12,4;Nodo 1 
2024-04-17 04:00:39;11,8;10,2;11;12,5;10,2;11,1;Nodo 1 
2024-04-17 04:16:07;11,4;9,7;10,4;11,4;9,7;10,4;Nodo 1 
2024-04-17 04:30:40;10,9;9,2;10,2;11,5;9,2;10,3;Nodo 1 
2024-04-17 04:46:08;10,4;8,8;9,7;10,4;8,8;9,7;Nodo 1 
2024-04-17 05:00:40;16,1;9,6;13,2;16,1;9,6;13,2;Nodo 1 
2024-04-17 05:16:08;17,6;16;16,7;17,6;16;16,7;Nodo 1 
2024-04-17 05:30:40;18;11,7;13,7;18;11,7;13,7;Nodo 1 
2024-04-17 05:46:09;15;11,2;12,3;16,5;11,2;12,6;Nodo 1 
2024-04-17 06:00:41;12,1;9,9;10,6;12,1;10;10,7;Nodo 1 
2024-04-17 06:16:09;11,8;9,8;10,9;12,6;9,8;11,1;Nodo 1 
2024-04-17 06:30:40;11,6;9,6;10,3;11,6;9,6;10,4;Nodo 1 
2024-04-17 06:46:08;13,2;10,2;11,4;13,3;10,2;11,4;Nodo 1 
2024-04-17 07:00:40;12,7;9,1;11;13,8;9,1;11,1;Nodo 1 
2024-04-17 07:16:08;10,9;8,5;10,2;11,4;8,5;10,3;Nodo 1 
2024-04-17 07:30:38;10,9;9,2;10,4;10,9;9,2;10,4;Nodo 1 
2024-04-17 07:46:06;10,8;8,4;9,6;10,8;8,4;9,8;Nodo 1 
2024-04-17 08:16:07;8,9;6,9;8,3;8,9;7,2;8,3;Nodo 1 
2024-04-17 08:30:38;9,6;8;9;9,6;8;9;Nodo 1 
2024-04-17 08:46:06;9,4;7,2;8,1;9,4;7,2;8,1;Nodo 1 
2024-04-17 09:00:41;9,5;7,8;8,8;9,5;7,8;8,8;Nodo 1 
2024-04-17 09:16:08;9,9;8,2;9,2;9,9;8,2;9,2;Nodo 1 
2024-04-17 09:46:08;12,1;10,2;11,3;12,1;10,2;11,4;Nodo 1 
2024-04-17 10:00:38;11,9;8,8;10,7;11,9;8,8;10,8;Nodo 1 
2024-04-17 10:16:06;11,9;10,3;11,1;11,9;10,3;11,1;Nodo 1 
2024-04-17 10:46:05;13,4;9,8;11,3;13,4;9,8;11,3;Nodo 1 
2024-04-17 11:00:39;20,1;10,4;12,6;27,6;10,4;13,6;Nodo 1 
2024-04-17 11:16:07;20,4;8,7;11,5;23,7;8,7;11,9;Nodo 1 
2024-04-17 11:30:37;17,3;10,5;11,6;22,1;10,5;12,3;Nodo 1 
2024-04-17 11:46:05;11,7;10;10,9;11,7;10;10,9;Nodo 1 
2024-04-17 12:00:39;12,2;11,4;12;12,2;11,4;12;Nodo 1 
2024-04-17 12:16:07;13,1;9,3;11,5;13,1;9,3;11,5;Nodo 1 
2024-04-17 12:30:39;13,6;11,4;12,6;13,6;11,4;12,6;Nodo 1 
2024-04-17 12:46:06;14,1;13,1;13,5;14,1;13,1;13,5;Nodo 1 
2024-04-17 13:00:36;14,5;12,1;13,7;14,5;12,1;13,7;Nodo 1 
2024-04-17 13:16:03;18,4;12,7;14,6;18,4;12,7;14,6;Nodo 1 
2024-04-17 13:30:46;15,8;11,5;13,5;15,8;11,5;13,5;Nodo 1 
2024-04-17 13:46:05;28;13,4;16,2;28;13,4;16,3;Nodo 1 
2024-04-17 14:00:45;15,1;12,5;14,2;15,1;12,5;14,2;Nodo 1 
2024-04-17 14:16:04;17,4;14,4;15,5;18,5;14,4;15,7;Nodo 1 
2024-04-17 14:30:47;15,3;12,2;13,8;15,3;12,2;13,8;Nodo 1 
2024-04-17 14:46:03;20;13,7;15;20;13,7;15;Nodo 1 
2024-04-17 15:00:45;16,4;14,1;15,1;16,4;14,1;15,1;Nodo 1 
2024-04-17 15:16:04;17,1;14,4;15,2;17,1;14,4;15,2;Nodo 1 
2024-04-17 15:30:47;16,3;8,9;14,4;16,3;8,9;14,4;Nodo 1 
2024-04-17 15:46:04;16,6;14,5;15,5;16,6;14,5;15,5;Nodo 1 
2024-04-17 16:00:44;17,4;6;12,1;17,4;6,1;12,1;Nodo 1 
2024-04-17 16:16:03;17,2;10,5;13,5;17,2;10,5;13,5;Nodo 1 
2024-04-17 16:30:46;13;6,2;8;16;6,2;8,4;Nodo 1 
2024-04-17 16:46:05;6,2;3,6;4,8;6,2;3,8;4,8;Nodo 1 
2024-04-17 17:00:44;8,2;3,6;5,3;8,3;3,6;5,3;Nodo 1 
2024-04-17 17:16:03;6,5;5,8;6,2;6,5;5,8;6,2;Nodo 1 
2024-04-17 17:30:46;9,7;7,5;8,1;9,7;7,5;8,2;Nodo 1 
2024-04-17 17:46:02;8,7;7,6;8,1;8,7;7,6;8,1;Nodo 1 
2024-04-17 18:00:45;10,5;8,2;9;10,5;8,2;9,1;Nodo 1 
2024-04-17 18:16:04;13,8;7,6;8,9;13,8;7,6;9;Nodo 1 
2024-04-17 18:30:43;16,4;8,9;12,3;16,4;8,9;12,3;Nodo 1 
2024-04-17 18:46:04;37,3;10,4;21,9;38,2;10,4;22,4;Nodo 1 
2024-04-17 19:00:44;20,6;16,3;17,8;20,6;16,3;17,8;Nodo 1 
2024-04-17 19:16:01;43;22;33,6;43,1;22;34;Nodo 1 
2024-04-17 19:30:44;32,5;23,6;26,9;32,7;24,1;27,3;Nodo 1 
2024-04-17 19:46:03;33,2;18,8;22,5;33,4;18,8;22,6;Nodo 1 
2024-04-17 20:00:46;22,3;18,5;20,3;22,4;18,5;20,3;Nodo 1 
2024-04-17 20:16:02;22,4;19,5;20,9;22,4;19,5;20,9;Nodo 1 
2024-04-17 20:30:45;28,4;19,4;22,6;28,4;19,6;22,6;Nodo 1 
2024-04-17 20:46:03;34,8;26,5;31,1;34,8;26,5;31,3;Nodo 1 
2024-04-17 21:00:44;24,5;20,9;21,9;24,5;20,9;21,9;Nodo 1 
2024-04-17 21:16:02;22,1;19,5;20,7;22,1;20;20,9;Nodo 1 
2024-04-17 21:30:45;22,8;19;21,1;22,8;19;21,1;Nodo 1 
2024-04-17 21:46:00;23,5;18,7;21,4;23,5;18,7;21,4;Nodo 1 
2024-04-17 22:00:44;22,3;19,8;21,3;23,5;19,8;21,7;Nodo 1 
2024-04-17 22:16:00;22,6;19,5;21;22,6;19,5;21;Nodo 1 
2024-04-17 22:30:43;21,9;19,9;20,9;21,9;19,9;20,9;Nodo 1 
2024-04-17 22:46:02;20,7;18,7;19,6;20,7;18,7;19,6;Nodo 1 
2024-04-17 23:00:43;19,9;17,1;18,3;19,9;17,1;18,5;Nodo 1 
2024-04-17 23:16:01;17,6;15,6;16,4;17,6;15,6;16,4;Nodo 1 
2024-04-17 23:30:44;16,9;15,1;16,2;16,9;15,1;16,2;Nodo 1 
2024-04-17 23:45:59;18,2;14,4;16,1;18,2;14,4;16,2;Nodo 1 
2024-04-18 00:00:44;16;14,1;15;16;14,1;15;Nodo 1 
2024-04-18 00:16:01;16,9;14,9;15,6;18,2;14,9;15,9;Nodo 1 
2024-04-18 00:30:44;17,1;14,4;15,2;17,1;14,4;15,2;Nodo 1 
2024-04-18 00:46:00;15,8;14,4;15,2;16,6;14,4;15,4;Nodo 1 
2024-04-18 01:00:43;16,4;14,3;14,9;16,4;14,3;14,9;Nodo 1 
2024-04-18 01:16:02;18,2;14,7;16,5;18,2;14,7;16,5;Nodo 1 
2024-04-18 01:30:41;19,2;17,6;18,2;19,2;17,6;18,2;Nodo 1 
2024-04-18 01:46:00;19,8;17,6;18,5;19,8;17,6;18,5;Nodo 1 
2024-04-18 02:00:43;19,5;18,5;18,9;19,7;18,5;19;Nodo 1 
2024-04-18 02:15:59;21,5;18,2;19,3;21,6;18,2;19,3;Nodo 1 
2024-04-18 02:30:42;19,7;18,7;19;19,7;18,7;19;Nodo 1 
2024-04-18 02:46:01;19,5;16,2;17,5;20,7;16,2;17,6;Nodo 1 
2024-04-18 03:00:41;16,8;14,3;15,3;16,8;14,3;15,4;Nodo 1 
2024-04-18 03:15:59;13,7;12,5;13,3;13,7;12,5;13,3;Nodo 1 
2024-04-18 03:30:42;12,3;9,7;11,7;12,6;9,7;11,9;Nodo 1 
2024-04-18 03:45:58;13,5;10,8;12;13,5;10,8;12;Nodo 1 
2024-04-18 04:00:43;17,2;13,4;15,3;17,2;13,4;15,5;Nodo 1 
2024-04-18 04:16:00;18,4;16,6;17,8;18,4;17,4;17,9;Nodo 1 
2024-04-18 04:30:43;16,5;14,2;15,3;16,5;14,2;15,3;Nodo 1 
2024-04-18 04:45:59;16,8;13,3;14,7;16,8;13,3;14,7;Nodo 1 
2024-04-18 05:00:45;17,8;15,4;16,1;17,8;15,4;16,1;Nodo 1 
2024-04-18 05:16:00;17;14,8;15,9;18,8;14,8;16,1;Nodo 1 
2024-04-18 05:30:41;16,4;14,8;15,4;16,7;14,8;15,5;Nodo 1 
2024-04-18 05:45:59;16,7;15,1;15,8;16,7;15,1;15,8;Nodo 1 
2024-04-18 06:00:43;17,1;15;15,7;17,1;15;15,7;Nodo 1 
2024-04-18 06:15:58;15;12,4;14;15,7;12,4;14,1;Nodo 1 
2024-04-18 06:30:41;14,7;12,6;13,6;14,7;12,6;13,6;Nodo 1 
2024-04-18 06:45:59;15,4;13,1;14;15,4;13,1;14,1;Nodo 1 
2024-04-18 07:00:40;15,1;13,7;14,5;15,1;13,7;14,5;Nodo 1 
2024-04-18 07:15:58;16,5;13,9;15,2;16,5;13,9;15,2;Nodo 1 
2024-04-18 07:30:41;16,6;12,8;14,6;16,6;12,8;14,6;Nodo 1 
2024-04-18 07:46:00;16,2;13,8;15;16,2;13,8;15;Nodo 1 
2024-04-18 08:00:39;19,9;14,6;17,6;19,9;14,6;17,6;Nodo 1 
2024-04-18 08:15:59;17,7;14,7;16;17,7;14,7;16;Nodo 1 
2024-04-18 08:30:41;15,4;13,7;14,5;15,4;13,7;14,5;Nodo 1 
2024-04-18 08:45:57;14;9,5;12,4;14;9,5;12,4;Nodo 1 
2024-04-18 09:00:40;14,2;12,4;12,9;14,2;12,4;12,9;Nodo 1 
2024-04-18 09:15:59;13,8;11,7;12,8;13,8;11,7;12,8;Nodo 1 
2024-04-18 09:30:39;18;13,4;16,3;18;13,4;16,4;Nodo 1 
2024-04-18 09:45:57;18;12,5;16,4;18;12,5;16,4;Nodo 1 
2024-04-18 10:00:41;20,6;17,3;18,7;20,6;17,3;18,7;Nodo 1 
2024-04-18 10:15:56;18,8;14,6;17,1;18,8;14,6;17,1;Nodo 1 
2024-04-18 10:30:42;17,8;14,7;16,4;17,8;14,7;16,4;Nodo 1 
2024-04-18 10:45:56;17,2;14,9;16,4;17,2;14,9;16,4;Nodo 1 
2024-04-18 11:00:39;16,8;12,5;15,7;16,8;12,5;15,7;Nodo 1 
2024-04-18 11:16:01;19,1;15,8;17,5;19,1;15,8;17,5;Nodo 1 
2024-04-18 11:30:38;16,8;13,4;14,9;16,8;13,4;14,9;Nodo 1 
2024-04-18 11:45:57;14,3;12,4;13,4;14,3;12,4;13,4;Nodo 1 
2024-04-18 12:00:40;14,9;12,8;14,2;15,7;12,8;14,3;Nodo 1 
2024-04-18 12:15:56;15,1;13;14,1;15,1;13;14,1;Nodo 1 
2024-04-18 12:30:38;15,2;12,4;13,8;15,2;12,4;13,8;Nodo 1 
2024-04-18 12:45:57;16,5;10,9;12,8;16,5;10,9;12,8;Nodo 1 
2024-04-18 13:00:41;12,4;10,2;10,9;12,4;10,2;10,9;Nodo 1 
2024-04-18 13:15:55;10,2;7,9;8,9;10,2;7,9;8,9;Nodo 1 
2024-04-18 13:30:44;10,2;5,4;8,2;10,2;5,4;8,2;Nodo 1 
2024-04-18 13:45:57;5,9;4,7;5,2;6;4,7;5,2;Nodo 1 
2024-04-18 14:00:43;5,4;4;4,5;5,4;4;4,5;Nodo 1 
2024-04-18 14:15:55;5,5;4,1;4,7;5,5;4,1;4,8;Nodo 1 
2024-04-18 14:30:45;4,4;3,1;3,8;4,4;3,1;3,8;Nodo 1 
2024-04-18 14:45:54;3,9;2,5;3,2;3,9;2,5;3,2;Nodo 1 
2024-04-18 15:00:43;3,2;2,2;2,8;3,6;2,2;2,8;Nodo 1 
2024-04-18 15:15:56;2,9;2,1;2,3;2,9;2,2;2,4;Nodo 1 
2024-04-18 15:30:45;2,2;1,5;1,8;2,2;1,5;1,8;Nodo 1 
2024-04-18 16:00:44;3,9;1,8;2,7;3,9;1,8;2,8;Nodo 1 
2024-04-18 16:15:53;8,1;5,9;6,9;8,1;5,9;6,9;Nodo 1 
2024-04-18 16:30:43;7,7;5,7;6,7;7,7;6;6,7;Nodo 1 
2024-04-18 16:45:55;8,3;6,6;7,5;8,7;6,6;7,6;Nodo 1 
2024-04-18 17:00:45;8,9;7,1;8;8,9;7,1;8;Nodo 1 
2024-04-18 17:15:53;8,9;5,3;7,7;8,9;5,3;7,8;Nodo 1 
2024-04-18 17:30:44;11,4;6,6;8,9;11,6;6,6;8,9;Nodo 1 
2024-04-18 17:45:55;7,1;4,9;5,8;7,1;5,2;5,9;Nodo 1 
2024-04-18 18:00:41;7,6;6,4;6,9;7,6;6,4;7;Nodo 1 
2024-04-18 18:15:54;7,4;5,4;6,5;7,4;5,4;6,6;Nodo 1 
2024-04-18 18:30:43;7,8;6,2;7,1;7,9;6,2;7,1;Nodo 1 
2024-04-18 18:45:53;9,6;7,9;8,5;10,9;7,9;8,6;Nodo 1 
2024-04-18 19:00:42;9,7;8,4;9;9,7;8,4;9;Nodo 1 
2024-04-18 19:15:55;9,5;8,3;8,7;9,5;8,3;8,8;Nodo 1 
2024-04-18 19:30:44;9,7;8,4;8,9;9,7;8,4;9;Nodo 1 
2024-04-18 19:45:53;10,3;7,3;9;10,3;7,3;9;Nodo 1 
2024-04-18 20:00:43;11,6;8,7;9,8;11,6;8,7;9,8;Nodo 1 
2024-04-18 20:15:52;7,6;5,2;6,3;7,6;5,2;6,3;Nodo 1 
2024-04-18 20:30:41;6,2;4,4;5,4;6,2;4,4;5,4;Nodo 1 
2024-04-18 20:45:54;6,9;5,4;5,9;6,9;5,4;5,9;Nodo 1 
2024-04-18 21:00:43;5,1;4,4;4,7;5,1;4,4;4,7;Nodo 1 
2024-04-18 21:15:53;5,9;4,2;5,2;5,9;4,2;5,3;Nodo 1 
2024-04-18 21:30:42;5,7;4,7;5,2;5,7;4,7;5,2;Nodo 1 
2024-04-18 21:45:51;6,1;5;5,6;6,8;5;5,7;Nodo 1 
2024-04-18 22:00:40;9,5;6,8;7,8;9,5;6,8;7,8;Nodo 1 
2024-04-18 22:15:53;30,8;8,4;13,3;30,8;8,4;13,3;Nodo 1 
2024-04-18 22:30:43;12,5;7,1;9,7;12,5;7,3;9,8;Nodo 1 
2024-04-18 22:45:51;6,2;5,3;5,5;6,7;5,3;5,6;Nodo 1 
2024-04-18 23:00:41;11,8;5,6;8,6;11,8;5,6;8,6;Nodo 1 
2024-04-18 23:15:53;11,6;8,3;9,8;12,1;8,3;9,9;Nodo 1 
2024-04-18 23:31:02;9,7;8;8,6;9,7;8;8,6;Nodo 1 
2024-04-18 23:45:52;9,2;7,9;8,5;9,2;7,9;8,5;Nodo 1 
2024-04-19 00:00:42;9,9;8,1;8,9;9,9;8,1;8,9;Nodo 1 
2024-04-19 00:15:50;9,3;7,7;8,4;9,3;7,7;8,4;Nodo 1 
2024-04-19 00:30:41;17,5;11,4;14,8;17,5;11,4;14,8;Nodo 1 
2024-04-19 00:45:52;20,9;17,4;19,5;20,9;17,8;19,7;Nodo 1 
2024-04-19 01:00:43;17,1;12,6;14,6;17,1;12,6;14,6;Nodo 1 
2024-04-19 01:15:51;15,3;11,1;13,1;15,3;11,1;13,2;Nodo 1 
2024-04-19 01:30:40;18,9;10,6;14,8;18,9;10,6;14,8;Nodo 1 
2024-04-19 01:45:53;13,3;7,5;9,1;13,3;7,5;9,2;Nodo 1 
2024-04-19 02:00:39;11,2;7,8;9,6;11,2;7,8;9,6;Nodo 1 
2024-04-19 02:15:52;9,7;7,6;8,8;9,7;7,6;8,8;Nodo 1 
2024-04-19 02:30:41;13,8;8,3;9,9;13,8;8,3;9,9;Nodo 1 
2024-04-19 02:45:50;13;10,2;11,2;13;10,2;11,2;Nodo 1 
2024-04-19 03:00:40;12,1;10,8;11,5;12,1;10,8;11,5;Nodo 1 
2024-04-19 03:15:52;12,4;6,9;9,2;12,4;6,9;9,3;Nodo 1 
2024-04-19 03:30:41;7,7;6,2;6,7;7,7;6,2;6,7;Nodo 1 
2024-04-19 03:45:51;8,2;6,5;7,2;9;6,5;7,4;Nodo 1 
2024-04-19 04:00:40;7,7;6;6,6;7,9;6;6,7;Nodo 1 
2024-04-19 04:15:49;6,4;5;5,7;6,4;5;5,7;Nodo 1 
2024-04-19 04:30:39;6,4;5,1;5,6;6,4;5,1;5,6;Nodo 1 
2024-04-19 04:45:51;5,5;5,1;5,3;5,5;5,1;5,3;Nodo 1 
2024-04-19 05:00:41;6,1;4,8;5,2;6,1;4,8;5,2;Nodo 1 
2024-04-19 05:15:51;5,7;4,8;5,2;5,7;4,8;5,2;Nodo 1 
2024-04-19 05:30:37;5,3;3,9;4,6;5,3;3,9;4,6;Nodo 1 
2024-04-19 05:45:50;5,8;4,5;5;5,8;4,5;5,1;Nodo 1 
2024-04-19 06:00:40;5,3;4,3;5;5,3;4,3;5;Nodo 1 
2024-04-19 06:15:49;5,8;4,5;5,1;6,1;4,5;5,1;Nodo 1 
2024-04-19 06:30:38;5,8;4,7;5,3;5,8;4,7;5,3;Nodo 1 
2024-04-19 06:45:51;6,8;5,6;6;6,8;5,6;6;Nodo 1 
2024-04-19 07:00:40;8,6;6,6;7,9;8,6;6,6;7,9;Nodo 1 
2024-04-19 07:15:49;9,5;8,5;8,9;9,5;8,5;8,9;Nodo 1 
2024-04-19 07:30:41;9,2;7,6;8,2;9,2;7,6;8,2;Nodo 1 
2024-04-19 07:45:49;9;5,3;7,2;9;5,3;7,4;Nodo 1 
2024-04-19 08:00:39;6;4,4;5,4;6;4,4;5,5;Nodo 1 
2024-04-19 08:15:48;5,4;3,4;4,2;5,4;3,4;4,2;Nodo 1 
