FF_HH;PM2_5Max;PM2_5Min;PM2_5Avg;PM10_Max;PM10_Min;PM10_Avg;Nodo
2024-04-27 02:46:30;5,8;4,9;5,4;5,8;4,9;5,4;Nodo 13
2024-04-27 03:00:44;6,6;4,7;5,4;6,6;4,7;5,4;Nodo 13
2024-04-27 03:16:29;6,4;5,7;6;6,4;5,7;6;Nodo 13
2024-04-27 03:30:43;7,5;6,4;6,7;7,5;6,4;6,7;Nodo 13
2024-04-27 03:46:31;8,1;6,7;7,3;8,1;6,7;7,3;Nodo 13
2024-04-27 04:00:43;9,8;7,4;8,5;9,8;7,4;8,5;Nodo 13
2024-04-27 04:16:30;11,6;9,1;9,8;11,6;9,1;9,8;Nodo 13
2024-04-27 04:30:44;13,2;9,4;11,8;13,2;9,4;11,8;Nodo 13
2024-04-27 04:46:28;10,5;5,9;8;10,5;5,9;8;Nodo 13
2024-04-27 05:00:43;7,5;3,5;5,2;7,5;3,5;5,2;Nodo 13
2024-04-27 05:16:27;5;3,4;4,2;5;3,4;4,2;Nodo 13
2024-04-27 05:30:41;13,5;4,2;8;13,5;4,2;8;Nodo 13
2024-04-27 05:46:29;11;6,6;7,9;11;6,6;7,9;Nodo 13
2024-04-27 06:00:43;14,3;6,1;9,6;14,3;6,1;9,6;Nodo 13
2024-04-27 06:16:30;13,7;6,1;9,4;13,7;6,1;9,4;Nodo 13
2024-04-27 06:30:44;11,4;6,4;7,9;11,4;6,4;7,9;Nodo 13
2024-04-27 06:46:28;9,5;6,4;7,9;9,5;6,4;7,9;Nodo 13
2024-04-27 07:00:43;10,4;6,2;7,9;10,4;6,2;7,9;Nodo 13
2024-04-27 07:16:27;8,5;5;6,5;8,5;5;6,5;Nodo 13
2024-04-27 07:30:42;7,9;6;7;7,9;6;7;Nodo 13
2024-04-27 08:00:42;16,2;10,7;13,1;16,2;10,7;13,1;Nodo 13
2024-04-27 08:16:27;14,7;12;12,7;14,7;12;12,7;Nodo 13
2024-04-27 08:30:42;16,5;11,8;14,1;16,5;11,8;14,1;Nodo 13
2024-04-27 08:46:29;28,6;15,3;18,6;28,6;15,3;18,6;Nodo 13
2024-04-27 09:00:44;18,8;13,8;15,3;18,8;13,8;15,3;Nodo 13
2024-04-27 09:16:28;17,3;14,2;15,6;17,3;14,2;15,6;Nodo 13
2024-04-27 09:46:26;14,6;9,9;11,8;14,6;9,9;11,8;Nodo 13
2024-04-27 10:00:41;12,4;9,3;10,8;12,4;9,3;10,8;Nodo 13
2024-04-27 10:16:29;15,2;8,9;10,9;15,2;8,9;10,9;Nodo 13
2024-04-27 10:30:40;17,6;13,5;14,9;17,6;13,5;14,9;Nodo 13
2024-04-27 10:46:27;19,8;15,5;18,7;19,8;15,5;18,7;Nodo 13
2024-04-27 11:00:42;21,4;18,4;20,1;21,4;18,4;20,1;Nodo 13
2024-04-27 11:16:26;25,2;19,8;23,1;25,2;19,8;23,1;Nodo 13
2024-04-27 11:30:40;31,7;23,8;27,3;31,7;23,8;27,3;Nodo 13
2024-04-27 11:46:28;32,7;24,4;28,2;32,7;24,4;28,2;Nodo 13
2024-04-27 12:00:39;31,8;22,8;25,7;31,8;22,8;25,7;Nodo 13
2024-04-27 12:16:27;23,8;19,4;21;23,8;19,4;21;Nodo 13
2024-04-27 12:30:41;20,9;17,1;18,3;20,9;17,1;18,3;Nodo 13
2024-04-27 12:46:26;17,9;14,6;16,3;17,9;14,6;16,3;Nodo 13
2024-04-27 13:00:40;16;13,3;14,8;16;13,3;14,8;Nodo 13
2024-04-27 13:16:24;17,6;12,9;14,8;17,6;12,9;14,8;Nodo 13
2024-04-27 13:30:39;15,6;13;14,4;15,6;13;14,4;Nodo 13
2024-04-27 13:46:27;15,3;11,9;13,4;15,3;11,9;13,4;Nodo 13
2024-04-27 14:00:42;14,8;12,5;13,3;14,8;12,5;13,3;Nodo 13
2024-04-27 14:16:26;12,8;12,2;12,4;12,8;12,2;12,4;Nodo 13
2024-04-27 14:30:40;14;11,7;12,9;14;11,7;12,9;Nodo 13
2024-04-27 15:00:40;12,9;11,5;12,3;12,9;11,5;12,3;Nodo 13
2024-04-27 15:16:27;13,9;11,3;12,4;13,9;11,3;12,4;Nodo 13
2024-04-27 15:30:41;13,3;11,1;12,5;13,3;11,1;12,5;Nodo 13
2024-04-27 15:46:25;13,1;11,8;12,5;13,1;11,8;12,5;Nodo 13
2024-04-27 16:00:40;15;12,5;13,7;15;12,5;13,7;Nodo 13
2024-04-27 16:16:23;11,7;7,1;9,4;11,7;7,1;9,4;Nodo 13
2024-04-27 16:30:45;15,1;3,8;8,1;15,1;3,8;8,1;Nodo 13
2024-04-27 16:46:25;8,6;4,5;6,2;9;4,5;6,3;Nodo 13
2024-04-27 17:00:48;6,3;2,8;4,5;6,4;3;4,6;Nodo 13
2024-04-27 17:16:24;3,3;1,8;2,4;3,6;1,8;2,5;Nodo 13
2024-04-27 17:30:46;2,7;1,3;2,1;2,7;1,5;2,2;Nodo 13
2024-04-27 17:46:23;5;2;2,8;5;2;2,8;Nodo 13
2024-04-27 18:00:45;4,2;2,4;2,8;4,3;2,4;2,8;Nodo 13
2024-04-27 18:16:25;4,1;2,6;3,3;4,1;2,7;3,3;Nodo 13
2024-04-27 18:30:47;7,1;5;5,8;7,1;5;5,8;Nodo 13
2024-04-27 18:46:24;9,3;5,2;6,8;9,3;5,2;6,8;Nodo 13
2024-04-27 19:00:44;9,8;4,8;6,1;9,8;5;6,1;Nodo 13
2024-04-27 19:16:24;6,5;4,5;5,5;6,5;4,5;5,5;Nodo 13
2024-04-27 19:30:47;5,3;3,5;4,2;5,3;3,5;4,2;Nodo 13
2024-04-27 19:46:25;4,6;2,6;3,5;4,6;2,6;3,5;Nodo 13
2024-04-27 20:00:51;5,2;3,7;4,2;5,5;3,7;4,3;Nodo 13
2024-04-27 20:16:23;5,6;3,9;4,7;5,6;3,9;4,7;Nodo 13
2024-04-27 20:30:45;6,2;5,1;5,6;6,2;5,1;5,6;Nodo 13
2024-04-27 20:46:22;8,2;6,5;7,1;8,2;6,5;7,1;Nodo 13
2024-04-27 21:00:44;8,7;6,5;7,2;8,7;6,5;7,2;Nodo 13
2024-04-27 21:16:21;9,5;6,5;7,5;9,5;6,5;7,5;Nodo 13
2024-04-27 21:30:46;9,2;6,5;7,9;9,2;6,5;7,9;Nodo 13
2024-04-27 21:46:23;10,6;8,7;9,8;10,6;8,7;9,8;Nodo 13
2024-04-27 22:00:45;10,8;8,2;9,2;10,8;8,2;9,2;Nodo 13
2024-04-27 22:16:22;9,9;8,8;9,4;9,9;8,8;9,4;Nodo 13
2024-04-27 22:30:44;9,4;8;8,6;9,4;8;8,6;Nodo 13
2024-04-27 22:46:21;10,2;8,1;9,1;10,2;8,1;9,1;Nodo 13
2024-04-27 23:00:43;11,1;8,7;10;11,1;8,7;10;Nodo 13
2024-04-27 23:16:23;9,3;7,9;8,9;9,3;7,9;8,9;Nodo 13
2024-04-27 23:30:46;9,3;7,4;8;9,3;7,4;8;Nodo 13
2024-04-27 23:46:22;8,1;5,8;7,3;8,1;5,8;7,3;Nodo 13
2024-04-28 00:00:44;7,7;5,7;6,5;7,7;5,7;6,5;Nodo 13
2024-04-28 00:16:20;7,5;5,7;6,3;7,5;5,7;6,3;Nodo 13
2024-04-28 00:30:42;7,6;6,2;6,9;7,6;6,2;6,9;Nodo 13
2024-04-28 00:46:23;8,2;7,2;7,6;8,2;7,2;7,6;Nodo 13
2024-04-28 01:00:44;7,9;6,1;6,9;7,9;6,1;6,9;Nodo 13
2024-04-28 01:16:22;8,1;6,4;7,2;8,1;6,4;7,2;Nodo 13
2024-04-28 01:30:44;8,9;6,5;7,6;8,9;6,5;7,6;Nodo 13
2024-04-28 01:46:20;8,6;6,4;7,7;8,6;6,4;7,7;Nodo 13
2024-04-28 02:00:42;9;7,1;8;9;7,1;8;Nodo 13
2024-04-28 02:16:23;9,2;6,8;7,6;9,2;6,8;7,6;Nodo 13
2024-04-28 02:30:44;8,8;6,7;7,4;8,8;6,7;7,4;Nodo 13
2024-04-28 03:00:43;7,5;6,6;7,1;7,5;6,6;7,1;Nodo 13
2024-04-28 03:16:20;7,7;6,6;7;7,7;6,6;7;Nodo 13
2024-04-28 03:46:19;8;6,4;7,2;8;6,4;7,2;Nodo 13
2024-04-28 04:00:45;8,1;7,4;7,6;8,1;7,4;7,6;Nodo 13
2024-04-28 04:16:21;8,2;6,8;7,3;8,2;6,8;7,3;Nodo 13
2024-04-28 04:30:43;7,4;5,7;6,8;7,4;5,7;6,8;Nodo 13
2024-04-28 05:00:41;7,5;6,3;6,8;7,5;6,3;6,8;Nodo 13
2024-04-28 05:16:19;7,9;6;6,8;7,9;6;6,8;Nodo 13
2024-04-28 05:30:40;22,8;6,7;9,1;22,8;6,7;9,1;Nodo 13
2024-04-28 05:46:21;21,1;8,3;11,3;21,1;8,3;11,3;Nodo 13
2024-04-28 06:16:20;9,6;7,3;8,5;9,6;7,3;8,5;Nodo 13
2024-04-28 06:30:41;9,7;8;9,1;9,7;8;9,1;Nodo 13
2024-04-28 06:46:18;10,8;8,8;9,7;10,8;8,8;9,7;Nodo 13
2024-04-28 07:00:40;12,1;9,5;10,4;12,1;9,5;10,4;Nodo 13
2024-04-28 07:16:21;10,9;9,6;10,4;10,9;9,6;10,4;Nodo 13
2024-04-28 07:46:19;11,4;8,7;10;11,4;8,7;10;Nodo 13
2024-04-28 08:00:41;11;9,8;10,5;11;9,8;10,5;Nodo 13
2024-04-28 08:16:18;14;9,7;11,8;14;9,7;11,8;Nodo 13
2024-04-28 08:30:40;11,7;8,2;9,5;11,7;8,2;9,5;Nodo 13
2024-04-28 08:46:21;11,2;7,3;9,4;11,2;7,3;9,4;Nodo 13
2024-04-28 09:00:42;9,7;6,7;8;9,7;6,7;8;Nodo 13
2024-04-28 09:16:19;9,2;7,2;8,3;9,2;7,2;8,3;Nodo 13
2024-04-28 09:30:41;9,3;7;8,2;9,3;7;8,2;Nodo 13
2024-04-28 09:46:18;8,3;7,2;7,8;8,3;7,2;7,8;Nodo 13
2024-04-28 10:00:40;7,2;5,5;6,7;7,2;5,5;6,7;Nodo 13
2024-04-28 10:16:17;7,7;6,3;6,9;7,7;6,3;6,9;Nodo 13
2024-04-28 10:30:42;8,7;6,8;7,8;8,7;6,8;7,8;Nodo 13
2024-04-28 10:46:19;9,3;7,7;8,5;9,3;7,7;8,5;Nodo 13
2024-04-28 11:00:41;12,1;10,5;11;12,1;10,5;11;Nodo 13
2024-04-28 11:16:18;12,3;10,6;11,2;12,3;10,6;11,2;Nodo 13
2024-04-28 11:30:39;13,8;10;11,4;13,8;10;11,4;Nodo 13
2024-04-28 11:46:17;15,4;11,5;14,3;15,4;11,5;14,3;Nodo 13
2024-04-28 12:00:38;15,4;9,9;12,4;15,4;9,9;12,4;Nodo 13
2024-04-28 12:16:19;14,1;11,2;12,1;14,1;11,2;12,1;Nodo 13
2024-04-28 12:30:40;14,7;10,9;13,6;14,7;10,9;13,6;Nodo 13
2024-04-28 12:46:18;15,6;11,2;14,2;15,6;11,2;14,2;Nodo 13
2024-04-28 13:00:39;16;14;14,8;16;14;14,8;Nodo 13
2024-04-28 13:16:16;16,8;13,2;15;16,8;13,2;15;Nodo 13
2024-04-28 13:30:38;16;10,7;12,7;16;10,7;12,7;Nodo 13
2024-04-28 13:46:19;12;5,7;7,3;12;5,7;7,3;Nodo 13
2024-04-28 14:00:40;16,3;11,1;13,6;16,3;11,1;13,6;Nodo 13
2024-04-28 14:16:17;17,4;14,1;15,2;17,4;14,1;15,2;Nodo 13
2024-04-28 14:46:16;4,2;2,5;3,2;4,2;2,5;3,2;Nodo 13
2024-04-28 15:16:18;3,6;1,9;2,7;3,6;1,9;2,7;Nodo 13
2024-04-28 15:30:40;4,7;3,4;4;4,7;3,4;4;Nodo 13
2024-04-28 15:46:26;9,7;5,3;7,8;9,7;5,3;7,8;Nodo 13
2024-04-28 16:00:39;11,5;8,5;10,1;11,5;8,5;10,1;Nodo 13
2024-04-28 16:16:15;10,7;3,2;6,4;10,7;3,2;6,4;Nodo 13
2024-04-28 16:30:51;3,3;1,5;2,1;3,3;1,5;2,1;Nodo 13
2024-04-28 16:46:14;10,9;2,1;4,3;10,9;2,1;4,3;Nodo 13
2024-04-28 17:16:16;3,8;2,1;2,8;3,9;2,2;2,9;Nodo 13
2024-04-28 18:00:46;4,3;2,5;3,5;4,3;2,5;3,5;Nodo 13
2024-04-28 18:16:13;4,8;2,4;3,3;4,8;2,4;3,3;Nodo 13
2024-04-28 18:30:49;4,5;2,4;3,2;4,5;2,4;3,3;Nodo 13
2024-04-28 18:46:16;4,6;2,1;3,1;4,6;2,1;3,2;Nodo 13
2024-04-28 19:16:15;2,4;1,5;1,9;2,7;1,5;2,1;Nodo 13
2024-04-28 19:30:46;3,6;1,8;2,6;3,6;1,9;2,6;Nodo 13
2024-04-28 19:46:13;3,4;2,6;3;3,5;2,8;3,1;Nodo 13
2024-04-28 20:00:50;3,6;2,6;2,9;3,6;2,6;2,9;Nodo 13
2024-04-28 20:16:16;4,9;2,2;3,4;4,9;2,2;3,5;Nodo 13
2024-04-28 20:30:47;3,8;2,9;3,2;3,8;3;3,2;Nodo 13
2024-04-28 20:46:14;3;1,9;2,4;3;1,9;2,4;Nodo 13
2024-04-28 21:00:46;3,3;1,6;2,4;3,4;1,6;2,4;Nodo 13
2024-04-28 21:16:13;2,3;1,1;1,5;2,3;1,1;1,6;Nodo 13
2024-04-28 21:30:48;2,4;1,4;1,7;2,4;1,4;1,7;Nodo 13
2024-04-28 21:46:15;2,5;1,6;1,9;2,5;1,6;1,9;Nodo 13
2024-04-28 22:00:47;2,5;1,6;2;2,5;1,6;2;Nodo 13
2024-04-28 22:16:14;2,9;1,2;1,9;2,9;1,3;2;Nodo 13
2024-04-28 22:30:46;1,7;1;1,3;1,7;1;1,3;Nodo 13
2024-04-28 22:46:13;1,8;1,2;1,4;1,8;1,3;1,5;Nodo 13
2024-04-28 23:00:48;1,3;1,1;1,2;1,3;1,1;1,2;Nodo 13
2024-04-28 23:16:12;1,5;0,9;1,2;1,6;0,9;1,2;Nodo 13
2024-04-28 23:30:47;1,5;0,9;1,1;1,5;0,9;1,1;Nodo 13
2024-04-29 00:00:46;2;1;1,5;2,1;1;1,5;Nodo 13
2024-04-29 00:16:13;1,4;0,9;1,1;1,6;0,9;1,1;Nodo 13
2024-04-29 00:30:44;1,8;1;1,4;2;1;1,5;Nodo 13
2024-04-29 00:46:12;3,2;1,3;1,9;3,2;1,3;1,9;Nodo 13
2024-04-29 01:16:14;1,8;0,9;1,4;2,1;0,9;1,5;Nodo 13
2024-04-29 01:30:46;1,2;0,9;1;1,3;0,9;1,1;Nodo 13
2024-04-29 01:46:13;1,5;0,7;1,1;1,7;0,9;1,2;Nodo 13
2024-04-29 02:00:44;1,7;1,4;1,5;1,7;1,4;1,5;Nodo 13
2024-04-29 02:16:11;2,1;1,5;1,8;2,1;1,5;1,8;Nodo 13
2024-04-29 02:30:47;1,9;1,4;1,6;1,9;1,4;1,7;Nodo 13
2024-04-29 02:46:14;1,7;0,9;1,2;2,1;0,9;1,3;Nodo 13
2024-04-29 03:00:45;1,4;1;1,2;1,7;1,1;1,3;Nodo 13
2024-04-29 03:16:13;1,8;1,4;1,6;1,9;1,6;1,7;Nodo 13
2024-04-29 03:30:44;2,9;1,6;1,9;2,9;1,6;2;Nodo 13
2024-04-29 03:46:11;2,1;1,2;1,7;2,3;1,2;1,9;Nodo 13
2024-04-29 04:00:46;2,8;1,4;2;3,3;1,4;2,3;Nodo 13
2024-04-29 04:16:10;2,4;1,1;1,5;2,7;1,1;1,6;Nodo 13
2024-04-29 04:30:45;2,2;1,5;1,8;2,2;1,5;1,8;Nodo 13
2024-04-29 04:46:12;62,4;1,8;22,6;62,4;1,8;22,7;Nodo 13
2024-04-29 05:00:44;7,3;1,4;2,8;7,5;1,4;2,9;Nodo 13
2024-04-29 05:16:11;21,3;4,7;15;21,3;4,7;15;Nodo 13
2024-04-29 05:30:43;19,4;1,6;6,9;19,4;1,6;6,9;Nodo 13
2024-04-29 05:46:10;6,6;1,4;3;6,6;1,5;3;Nodo 13
2024-04-29 06:00:45;5,2;1,2;2,1;5,2;1,3;2,2;Nodo 13
2024-04-29 07:00:43;9,7;6,3;7,8;9,7;6,3;7,8;Nodo 13
2024-04-29 07:30:45;12,9;5,4;7,3;12,9;5,4;7,3;Nodo 13
2024-04-29 07:46:12;20,8;5,1;8,6;20,8;5,1;8,6;Nodo 13
2024-04-29 08:00:44;9,7;6,8;8,2;9,7;6,8;8,2;Nodo 13
2024-04-29 08:16:11;10,5;7,2;8,3;10,5;7,2;8,3;Nodo 13
2024-04-29 08:30:42;14,6;9,5;11,6;15,3;9,5;11,7;Nodo 13
2024-04-29 09:00:45;11,6;7,5;9,1;11,6;7,5;9,1;Nodo 13
2024-04-29 09:16:12;9,6;7,4;8,6;9,6;7,4;8,6;Nodo 13
2024-04-29 09:30:41;8,5;5,8;7,1;8,5;5,8;7,1;Nodo 13
2024-04-29 09:46:08;7;5,3;6,2;7;5,3;6,2;Nodo 13
2024-04-29 10:00:44;5,3;3,6;4,3;5,3;3,6;4,3;Nodo 13
2024-04-29 10:16:11;5;2,7;3,8;5;2,7;3,8;Nodo 13
2024-04-29 10:30:42;6;3,4;4,1;6;3,5;4,1;Nodo 13
2024-04-29 10:46:10;4,6;2,6;3,6;4,6;2,6;3,6;Nodo 13
2024-04-29 11:16:08;4,9;2,4;3,5;4,9;2,4;3,5;Nodo 13
2024-04-29 11:30:44;6,2;2,7;3,5;6,2;2,7;3,6;Nodo 13
2024-04-29 11:46:11;3,5;2,1;2,6;3,5;2,1;2,6;Nodo 13
2024-04-29 12:00:43;2,6;1,3;1,8;2,6;1,3;1,8;Nodo 13
2024-04-29 12:16:07;2,6;1,3;1,9;2,7;1,3;2;Nodo 13
2024-04-29 12:30:43;5,2;1,6;2,9;5,2;1,6;2,9;Nodo 13
2024-04-29 12:46:10;7,5;5,5;6,3;7,5;5,5;6,3;Nodo 13
2024-04-29 13:00:42;13;4,5;6,6;13;4,5;6,6;Nodo 13
2024-04-29 13:16:09;13,8;7;8,7;13,8;7;8,7;Nodo 13
2024-04-29 13:30:41;7,6;6,3;6,9;7,6;6,3;6,9;Nodo 13
2024-04-29 13:46:09;9;5,1;6,8;9;5,1;6,8;Nodo 13
2024-04-29 14:00:43;8,7;5,2;6,6;8,7;5,2;6,6;Nodo 13
2024-04-29 14:16:10;9;6,5;7,4;9;6,5;7,4;Nodo 13
2024-04-29 14:30:42;8,7;5,7;7,4;8,7;5,7;7,4;Nodo 13
2024-04-29 14:46:09;8,3;6,3;6,9;8,3;6,3;6,9;Nodo 13
2024-04-29 15:00:40;7,4;5,9;6,4;7,4;5,9;6,4;Nodo 13
2024-04-29 15:16:08;8,2;5,8;7;8,2;5,8;7;Nodo 13
2024-04-29 15:30:44;9,4;6,2;7,3;9,4;6,2;7,3;Nodo 13
2024-04-29 16:00:44;9,9;7,4;8,5;9,9;7,4;8,5;Nodo 13
2024-04-29 16:16:06;10;7,8;8,7;10;7,8;8,7;Nodo 13
2024-04-29 16:30:52;9,5;7;8,1;9,5;7;8,1;Nodo 13
2024-04-29 16:46:08;10,2;6,8;8,9;10,2;6,8;8,9;Nodo 13
2024-04-29 17:00:49;12,1;8,9;10,4;12,1;8,9;10,4;Nodo 13
2024-04-29 17:16:07;10,2;6,3;7,7;10,2;6,3;7,7;Nodo 13
2024-04-29 17:30:52;10,7;5,6;8;10,7;5,6;8;Nodo 13
2024-04-29 17:46:05;12,1;8,5;9,9;12,1;8,5;9,9;Nodo 13
2024-04-29 18:00:50;11,5;7,4;8,6;11,5;7,4;8,6;Nodo 13
2024-04-29 18:16:08;10,6;7,7;9,1;10,6;7,7;9,1;Nodo 13
2024-04-29 18:30:50;11,6;9;10,5;11,6;9;10,5;Nodo 13
2024-04-29 18:46:07;12,6;10,4;11,3;12,6;10,4;11,3;Nodo 13
2024-04-29 19:00:52;11,8;6,8;9,5;11,8;6,8;9,5;Nodo 13
2024-04-29 19:16:05;7,9;3,7;5,1;7,9;3,7;5,1;Nodo 13
2024-04-29 19:30:50;4,9;4,3;4,5;4,9;4,3;4,5;Nodo 13
2024-04-29 19:46:04;5,9;4;5,3;5,9;4;5,3;Nodo 13
2024-04-29 20:00:49;7,1;6,1;6,5;7,1;6,1;6,5;Nodo 13
2024-04-29 20:16:06;10;6,3;7,4;10;6,3;7,4;Nodo 13
2024-04-29 20:30:48;9,7;6,8;8,5;9,7;6,8;8,5;Nodo 13
2024-04-29 20:46:05;10,5;6,7;7,9;10,5;6,7;7,9;Nodo 13
2024-04-29 21:00:51;8,5;7,2;7,8;8,5;7,2;7,8;Nodo 13
2024-04-29 21:16:04;10,4;6,9;8,6;10,4;6,9;8,6;Nodo 13
2024-04-29 21:30:50;10,6;7,9;8,8;10,6;7,9;8,8;Nodo 13
2024-04-29 21:46:06;10,8;8,9;9,8;10,8;8,9;9,8;Nodo 13
2024-04-29 22:00:48;10,9;8,2;9,3;10,9;8,2;9,3;Nodo 13
2024-04-29 22:16:05;8;6,3;7,2;8;6,3;7,2;Nodo 13
2024-04-29 22:30:50;6,6;6,1;6,3;6,6;6,1;6,3;Nodo 13
2024-04-29 22:46:04;7,6;5,4;6,4;7,6;5,4;6,4;Nodo 13
2024-04-29 23:00:49;7,8;5,7;6,6;7,8;5,7;6,6;Nodo 13
2024-04-29 23:16:06;8,6;5,5;6,5;8,6;5,5;6,5;Nodo 13
2024-04-29 23:30:49;7,5;6,2;6,7;7,5;6,2;6,7;Nodo 13
2024-04-29 23:46:03;7,2;5,4;6;7,2;5,4;6;Nodo 13
2024-04-30 00:00:48;6,8;5,2;5,8;6,8;5,2;5,8;Nodo 13
2024-04-30 00:16:05;6;4,9;5,5;6;4,9;5,5;Nodo 13
2024-04-30 00:30:47;6,9;5,2;6;6,9;5,2;6;Nodo 13
2024-04-30 00:46:01;6,7;5,4;5,8;6,7;5,4;5,8;Nodo 13
2024-04-30 01:00:48;6,4;5,3;5,8;6,4;5,3;5,8;Nodo 13
2024-04-30 01:16:01;6,8;4,8;5,8;6,8;4,8;5,8;Nodo 13
2024-04-30 01:30:49;6;5,1;5,3;6;5,1;5,3;Nodo 13
2024-04-30 01:46:05;6,6;5,1;5,5;6,6;5,1;5,5;Nodo 13
2024-04-30 02:16:04;6,7;5,4;5,9;6,7;5,4;5,9;Nodo 13
2024-04-30 02:30:49;6,4;5,5;5,8;6,4;5,5;5,8;Nodo 13
2024-04-30 02:46:03;10,5;6,8;8,1;10,5;6,8;8,1;Nodo 13
2024-04-30 03:00:48;6,9;4,9;5,8;6,9;4,9;5,8;Nodo 13
2024-04-30 03:16:01;6,1;5,4;5,8;6,1;5,4;5,8;Nodo 13
2024-04-30 03:30:47;6,8;4,9;5,6;6,8;4,9;5,6;Nodo 13
2024-04-30 03:46:04;6,1;5,1;5,5;6,1;5,1;5,5;Nodo 13
2024-04-30 04:00:46;6,7;5,5;6;6,7;5,5;6;Nodo 13
2024-04-30 04:16:03;6,6;5,5;6,1;6,6;5,5;6,1;Nodo 13
2024-04-30 04:30:48;7,8;6,3;6,8;7,8;6,3;6,8;Nodo 13
2024-04-30 04:46:01;111,1;7,3;31,4;111,1;7,3;31,4;Nodo 13
2024-04-30 05:30:46;13,5;6,6;8,9;13,5;6,6;8,9;Nodo 13
2024-04-30 05:46:03;12,7;8,2;10,1;12,7;8,2;10,1;Nodo 13
2024-04-30 06:00:48;22,9;10,7;16,7;22,9;10,7;16,7;Nodo 13
2024-04-30 06:16:02;15;7,2;11,3;15;7,2;11,3;Nodo 13
2024-04-30 06:30:46;11,5;6,9;9,1;11,5;6,9;9,1;Nodo 13
2024-04-30 06:46:04;11,8;6,8;9,5;11,8;6,8;9,5;Nodo 13
2024-04-30 07:00:45;9,5;7,3;8,2;9,5;7,3;8,2;Nodo 13
2024-04-30 07:16:02;10,3;6,6;8,6;10,3;6,6;8,6;Nodo 13
2024-04-30 07:30:47;10,3;6,8;8,4;10,3;6,8;8,4;Nodo 13
2024-04-30 07:46:01;6,9;4,9;5,7;6,9;4,9;5,7;Nodo 13
2024-04-30 08:00:46;10;4,4;6,5;10;4,4;6,5;Nodo 13
2024-04-30 08:16:00;12;4,8;6,9;12;4,8;6,9;Nodo 13
2024-04-30 08:30:45;6,3;5;5,6;6,3;5;5,6;Nodo 13
2024-04-30 08:46:02;6,2;4,8;5,4;6,2;4,8;5,4;Nodo 13
2024-04-30 09:00:44;6;4;5;6;4;5;Nodo 13
2024-04-30 09:16:01;7,6;3,4;4,5;7,6;3,7;4,6;Nodo 13
2024-04-30 09:30:46;12;4,3;8,2;12;4,3;8,2;Nodo 13
2024-04-30 09:46:00;6,3;3,7;4,8;6,3;3,7;4,8;Nodo 13
2024-04-30 10:00:45;6,3;4,2;4,8;6,3;4,2;4,9;Nodo 13
2024-04-30 10:16:02;5;4,3;4,7;5;4,3;4,7;Nodo 13
2024-04-30 10:30:44;8,3;3,2;5,4;8,3;3,2;5,4;Nodo 13
2024-04-30 10:46:03;5,5;3,7;4,6;5,5;3,7;4,6;Nodo 13
2024-04-30 11:00:44;7,7;4,2;5,3;7,7;4,2;5,3;Nodo 13
2024-04-30 11:16:01;10,2;4,9;6,1;10,2;4,9;6,1;Nodo 13
2024-04-30 11:30:46;7,7;6,5;7;7,7;6,5;7;Nodo 13
2024-04-30 11:46:00;8,1;5,9;6,7;8,1;5,9;6,7;Nodo 13
2024-04-30 12:00:45;8,5;5,8;6,9;8,5;5,8;6,9;Nodo 13
2024-04-30 12:15:59;10,4;5,8;7,4;10,4;5,8;7,4;Nodo 13
2024-04-30 12:30:45;7,5;5,3;6,6;7,5;5,3;6,6;Nodo 13
2024-04-30 12:46:01;7,2;5,5;6,7;7,2;5,5;6,7;Nodo 13
2024-04-30 13:00:43;8,2;6,8;7,2;8,2;6,8;7,2;Nodo 13
2024-04-30 13:16:00;13,1;6,9;8,9;13,1;6,9;8,9;Nodo 13
2024-04-30 13:30:46;10,1;7,6;8,5;10,1;7,6;8,5;Nodo 13
2024-04-30 13:45:59;9,2;2,6;5,8;9,2;2,6;5,8;Nodo 13
2024-04-30 14:00:45;4,1;2,1;3,1;4,1;2,1;3,2;Nodo 13
2024-04-30 14:16:01;3,9;1,2;2,7;3,9;1,4;2,7;Nodo 13
2024-04-30 14:30:43;4,4;2;3,1;4,4;2;3,1;Nodo 13
2024-04-30 14:46:00;4,9;3,3;4;4,9;3,3;4,1;Nodo 13
2024-04-30 15:00:45;5,1;3,3;4,4;5,1;3,3;4,4;Nodo 13
2024-04-30 15:15:59;14;3,8;5,9;14,1;3,8;5,9;Nodo 13
2024-04-30 15:30:44;4,7;3;4;5;3;4;Nodo 13
2024-04-30 15:45:58;5;3,2;4;5;3,2;4,1;Nodo 13
2024-04-30 16:00:43;4,9;4;4,3;4,9;4;4,3;Nodo 13
2024-04-30 16:15:59;4,7;2,9;3,9;4,7;2,9;3,9;Nodo 13
2024-04-30 16:30:51;3,4;2,2;2,9;3,4;2,3;2,9;Nodo 13
2024-04-30 16:45:58;4,5;2,6;3,3;4,6;2,6;3,4;Nodo 13
2024-04-30 17:00:50;8,8;3,9;5,7;8,8;3,9;5,8;Nodo 13
2024-04-30 17:15:57;8,9;3,7;5,8;8,9;3,7;5,8;Nodo 13
2024-04-30 17:30:50;5,4;4,1;4,7;5,4;4,1;4,7;Nodo 13
2024-04-30 18:00:51;4,6;3,7;4,1;4,6;3,7;4,1;Nodo 13
2024-04-30 18:15:58;12;4,7;6,4;12;4,7;6,4;Nodo 13
2024-04-30 18:30:50;5,2;3,5;4,4;5,2;3,7;4,4;Nodo 13
